OWNERCITYCODE,OWNERTOWNCODE,RECEIVEYYYY,GENDER,BDATE,EDUCATION,RELATION,OTHERNOTFAMILYMEMBER
1001900000,,2020,F,108,I,G,
6400000000,6403000000,2020,F,103,I,G,
1000700000,1000703000,2020,F,094,D,Z,
6400000000,6400800000,2020,F,104,I,Q,
1001900000,,2020,M,098,C,F,
1001900000,,2020,F,095,D,F,
1002100000,,2020,M,099,C,N,
1001900000,,2020,M,099,C,F,
1001900000,,2020,M,102,C,F,
1000400000,1000401000,2020,M,099,C,F,
1001900000,,2020,M,096,C,F,
6500000000,6500300000,2020,F,107,I,G,
6400000000,6402600000,2020,F,093,D,F,
1002100000,,2020,F,091,E,F,
1001300000,1001301000,2020,M,097,C,G,
1001300000,1001302000,2020,M,100,C,9,
1001300000,1001307000,2020,F,098,C,Z,
6400000000,6401100000,2020,M,094,D,F,
1001300000,1001302000,2020,M,107,I,G,
1001300000,1001302000,2020,M,108,I,9,
1001900000,,2020,M,092,E,F,
1001900000,,2020,F,106,I,F,
1000800000,1000801000,2020,M,108,Z,G,
1002100000,,2020,M,093,E,G,
6500000000,6501400000,2020,F,107,I,F,
6400000000,6401900000,2020,F,107,Z,F,
1001900000,,2020,M,107,I,H,
1001900000,,2020,F,107,I,G,
6400000000,6400900000,2020,F,095,D,Z,
6500000000,6501100000,2020,M,103,I,G,
6300000000,6301200000,2020,F,108,I,F,
6500000000,6501000000,2020,M,101,C,F,
6300000000,6300800000,2020,M,104,I,O,
1001000000,1001001000,2020,M,099,C,S,
1000400000,1000402000,2020,M,102,I,G,
1001900000,,2020,F,092,Z,A,
6400000000,6400900000,2020,M,105,Z,Z,
1001900000,,2020,M,103,I,F,
1000900000,1000913000,2020,M,091,D,9,
1001300000,1001323000,2020,M,091,E,F,
1002100000,,2020,M,102,C,G,
6500000000,6500300000,2020,F,101,Z,F,
6400000000,,2020,M,107,I,G,
1000700000,1000702000,2020,F,101,Z,G,
1000700000,1000702000,2020,M,108,I,G,
1001400000,1001401000,2020,M,103,I,G,
6300000000,6300700000,2020,F,093,D,G,
6500000000,6502100000,2020,M,100,Z,G,
1001900000,,2020,F,107,I,O,
1000300000,1000307000,2020,F,093,D,G,
1000300000,1000308000,2020,F,098,C,I,
1000300000,1000307000,2020,M,100,C,Z,
1000300000,1000303000,2020,M,091,E,9,
6400000000,6400200000,2020,F,094,D,G,
6400000000,6402600000,2020,M,103,I,F,
1000700000,1000702000,2020,M,095,D,F,
1002100000,,2020,M,102,C,Y,
1001900000,,2020,M,101,C,G,
1000800000,1000813000,2020,F,091,Z,Z,
6400000000,,2020,M,104,I,F,
1001500000,1001501000,2020,M,091,E,F,
1000700000,1000724000,2020,F,092,E,F,
6500000000,6500600000,2020,F,093,D,G,
1001900000,,2020,F,107,I,F,
1000900000,1000904000,2020,F,100,C,F,
6400000000,6400400000,2020,M,100,Z,F,
1001500000,1001501000,2020,M,094,D,Q,
6400000000,6401200000,2020,F,096,Z,G,
6500000000,6500600000,2020,F,094,D,F,
6500000000,6500300000,2020,M,103,I,9,
1001300000,1001313000,2020,F,102,I,G,
1001300000,1001305000,2020,F,096,D,F,
1001900000,,2020,M,106,I,F,
1002100000,,2020,M,100,C,Z,
1000900000,1000909000,2020,M,092,E,9,
1000700000,1000701000,2020,F,091,E,F,
1001900000,,2020,F,095,D,G,
1002100000,,2020,F,106,Z,9,
1000500000,1000509000,2020,F,091,E,Z,
6400000000,6401900000,2020,M,105,I,G,
1001000000,1001001000,2020,M,099,C,S,
1001000000,1001010000,2020,F,098,C,F,
1001300000,1001302000,2020,M,104,I,F,
6400000000,6400300000,2020,M,095,D,F,
1001700000,1001706000,2020,M,096,Z,G,
1000700000,1000726000,2020,F,100,C,F,
1001300000,1001304000,2020,F,108,Z,F,
1001300000,1001304000,2020,F,108,I,F,
1000800000,1000803000,2020,F,100,C,F,
6400000000,6401700000,2020,M,108,Z,G,
1001900000,,2020,M,097,C,G,
6500000000,6501400000,2020,M,095,D,Z,
6400000000,6401200000,2020,F,093,E,Z,
1000700000,1000715000,2020,F,091,Z,X,
6400000000,6400900000,2020,M,104,F,Q,
6300000000,6300100000,2020,F,097,C,F,
6400000000,,2020,M,094,D,F,
1001900000,,2020,M,096,D,G,
6400000000,6400900000,2020,M,094,D,F,
1001700000,1001706000,2020,M,095,D,F,
1001900000,,2020,M,096,D,9,
6500000000,6500300000,2020,M,097,Z,V,
6400000000,6401400000,2020,M,102,C,F,
1002100000,,2020,M,093,D,Z,
1001900000,,2020,M,104,I,9,
1000300000,1000311000,2020,M,108,I,G,
1001900000,,2020,M,096,C,B,
1001300000,1001303000,2020,M,108,Z,9,
6500000000,6501100000,2020,M,100,C,H,
6500000000,6500500000,2020,F,095,D,F,
6500000000,6500300000,2020,M,097,C,G,
6300000000,6300500000,2020,M,106,I,F,
6500000000,6501100000,2020,M,104,I,9,
1000300000,1000301000,2020,M,093,D,F,
1001500000,1001507000,2020,M,104,I,F,
1001900000,,2020,M,092,D,9,
1000300000,1000301000,2020,M,106,I,F,
1002100000,,2020,F,101,C,G,
1000300000,1000307000,2020,M,107,I,A,
6400000000,6402500000,2020,M,100,C,G,
1001900000,,2020,M,106,I,F,
6500000000,,2020,M,093,D,Z,
6400000000,6401600000,2020,F,094,D,K,
1001900000,,2020,F,092,E,E,
6500000000,6501000000,2020,F,091,D,E,
6400000000,6401200000,2020,F,098,C,P,
6500000000,6501400000,2020,F,106,I,F,
6500000000,6501400000,2020,F,107,I,F,
1001900000,,2020,F,095,D,9,
1001900000,,2020,M,093,E,F,
6300000000,6300800000,2020,M,107,I,G,
1001900000,,2020,M,102,C,9,
1000700000,1000726000,2020,F,092,E,F,
6500000000,6501400000,2020,F,094,D,F,
6300000000,6300800000,2020,M,098,Z,S,
1001900000,,2020,F,098,C,F,
6400000000,6400400000,2020,M,101,C,F,
1001900000,,2020,F,102,C,9,
1000800000,1000812000,2020,M,098,Z,F,
6500000000,6500600000,2020,M,101,C,F,
6500000000,6501400000,2020,M,099,C,G,
1000900000,1000905000,2020,M,108,I,F,
1000900000,1000913000,2020,F,096,D,W,
6400000000,6401200000,2020,F,093,F,G,
6300000000,6300200000,2020,F,099,C,F,
6300000000,,2020,M,094,Z,Y,
6400000000,6402900000,2020,M,108,Z,O,
1000300000,1000301000,2020,M,095,D,F,
1000300000,1000304000,2020,F,107,I,F,
6300000000,6300400000,2020,F,105,I,F,
6300000000,6300400000,2020,F,107,I,F,
6300000000,6300300000,2020,F,098,C,G,
6300000000,6300800000,2020,F,105,I,G,
6400000000,6401400000,2020,M,102,C,F,
6400000000,6402800000,2020,M,101,Z,F,
6500000000,6501000000,2020,M,100,Z,C,
6400000000,6401200000,2020,F,108,Z,F,
1001900000,,2020,M,106,I,9,
1002100000,,2020,M,098,C,S,
6400000000,6400600000,2020,M,093,D,F,
1001900000,,2020,F,103,I,C,
1001900000,,2020,M,095,D,F,
1002000000,1002002000,2020,M,097,C,Z,
1001900000,,2020,F,106,I,O,
1001900000,,2020,F,097,C,G,
1001900000,,2020,F,093,D,F,
1001900000,,2020,M,098,D,F,
6400000000,6401700000,2020,M,108,I,F,
6500000000,6501700000,2020,F,106,Z,9,
1001900000,,2020,F,095,D,Z,
6500000000,6501400000,2020,F,091,E,F,
6500000000,6500300000,2020,F,092,D,G,
1000900000,1000913000,2020,M,107,I,G,
6400000000,6401100000,2020,F,101,C,F,
6500000000,6500200000,2020,M,108,I,9,
6500000000,6500100000,2020,M,093,D,F,
6500000000,6500500000,2020,F,102,C,F,
1000700000,1000724000,2020,M,100,C,F,
6500000000,,2020,F,092,D,E,
6400000000,6401200000,2020,M,108,Z,G,
6400000000,6400500000,2020,F,095,D,X,
6400000000,6400500000,2020,F,093,Z,X,
6500000000,6500600000,2020,F,106,I,F,
1002100000,,2020,M,100,C,G,
6300000000,6301100000,2020,M,099,C,F,
6300000000,6300700000,2020,M,098,C,F,
6300000000,6301200000,2020,M,105,I,F,
6300000000,6301200000,2020,F,094,D,G,
6300000000,6301200000,2020,F,096,D,G,
6300000000,6300400000,2020,F,107,I,G,
6300000000,6301000000,2020,M,102,C,F,
6300000000,6300500000,2020,M,101,C,I,
1000300000,1000302000,2020,M,105,I,F,
1000300000,1000312000,2020,M,102,C,J,
1000300000,1000302000,2020,M,104,I,F,
1000300000,1000309000,2020,F,104,I,9,
1000300000,1000304000,2020,F,106,I,G,
1002000000,1002002000,2020,M,094,D,F,
1001900000,,2020,F,105,I,G,
1000400000,1000410000,2020,M,095,Z,9,
6400000000,6401300000,2020,M,106,I,K,
1002100000,,2020,M,098,C,S,
1002100000,,2020,M,098,C,S,
1000900000,1000902000,2020,M,094,D,G,
6400000000,6401200000,2020,M,101,C,G,
6500000000,6500600000,2020,F,094,D,G,
1001700000,1001703000,2020,M,109,I,H,
1002100000,,2020,F,098,C,N,
1000700000,1000724000,2020,F,094,D,F,
6300000000,6300900000,2020,M,107,I,G,
6300000000,6300700000,2020,F,097,C,A,
1001400000,1001401000,2020,F,091,D,C,
6500000000,6502300000,2020,M,098,C,J,
6300000000,6301100000,2020,F,094,D,G,
6300000000,6300200000,2020,M,101,C,G,
6300000000,6300200000,2020,F,103,I,G,
1001300000,,2020,M,096,D,F,
6500000000,6500400000,2020,M,102,C,F,
6500000000,6500400000,2020,M,100,C,F,
6500000000,6500400000,2020,M,097,C,F,
6500000000,6501400000,2020,F,103,I,G,
1002100000,,2020,F,106,I,F,
1002100000,,2020,F,092,E,G,
1001700000,1001707000,2020,F,094,D,Z,
6400000000,6400900000,2020,F,107,I,K,
1001900000,,2020,M,097,D,F,
1000500000,1000504000,2020,F,093,E,F,
6400000000,6403100000,2020,F,091,E,X,
1001300000,1001301000,2020,F,107,I,G,
1001300000,1001301000,2020,M,101,C,G,
1001300000,1001301000,2020,M,102,I,G,
6300000000,6300300000,2020,M,099,C,G,
6300000000,6300300000,2020,M,100,C,G,
6300000000,6300400000,2020,M,095,D,K,
6300000000,6300900000,2020,M,093,E,G,
6300000000,6300200000,2020,F,101,C,F,
6300000000,6300700000,2020,F,092,E,F,
6300000000,6301100000,2020,F,096,D,F,
1001800000,1001803000,2020,F,101,C,F,
1001800000,1001802000,2020,F,103,I,G,
6300000000,6300500000,2020,M,098,C,H,
6300000000,6300500000,2020,M,100,C,H,
6300000000,6301200000,2020,F,102,C,F,
6300000000,6300800000,2020,M,094,D,G,
6400000000,6400400000,2020,F,091,E,G,
1001900000,,2020,M,092,E,F,
6300000000,6300900000,2020,M,102,C,G,
1002100000,,2020,M,097,C,S,
6400000000,6400500000,2020,F,096,D,F,
6400000000,6400300000,2020,M,102,C,S,
1000700000,1000706000,2020,F,107,I,F,
1001700000,1001701000,2020,M,093,D,F,
1001700000,1001705000,2020,M,091,Z,F,
1002100000,,2020,F,096,C,K,
1002100000,,2020,M,103,I,T,
1000700000,1000701000,2020,F,098,C,Z,
1000800000,1000806000,2020,M,103,I,F,
1001900000,,2020,M,104,I,B,
1000800000,1000803000,2020,M,105,I,G,
1001900000,,2020,M,102,I,F,
1000300000,1000308000,2020,F,102,C,F,
6300000000,6301200000,2020,M,102,C,G,
6300000000,6301200000,2020,M,094,D,F,
6300000000,6300800000,2020,M,096,D,Z,
6300000000,6300400000,2020,F,102,C,F,
6300000000,6300400000,2020,M,097,C,F,
6300000000,6300500000,2020,F,095,C,G,
6300000000,6300800000,2020,F,105,I,S,
6300000000,6300700000,2020,M,096,D,S,
6300000000,6300600000,2020,F,094,Z,X,
6300000000,6301000000,2020,M,101,C,F,
6300000000,6300200000,2020,F,091,Z,E,
1001000000,1001004000,2020,F,093,D,W,
1001000000,1001001000,2020,M,105,I,C,
1000300000,1000310000,2020,M,102,C,G,
1000300000,1000302000,2020,M,101,C,Z,
1000300000,1000309000,2020,F,092,F,E,
1000300000,1000303000,2020,F,108,I,F,
1001300000,1001302000,2020,F,097,C,9,
1000500000,1000513000,2020,M,093,D,K,
6500000000,6500600000,2020,F,101,Z,A,
6400000000,6400800000,2020,M,099,C,F,
6400000000,6400500000,2020,M,091,E,G,
6500000000,6501500000,2020,M,101,C,G,
6400000000,6401200000,2020,M,102,C,F,
6400000000,6401400000,2020,F,103,Z,F,
1001900000,,2020,F,101,C,Z,
1001900000,,2020,M,102,C,Z,
1002100000,,2020,F,102,C,F,
1001600000,1001601000,2020,F,092,E,F,
6400000000,6400500000,2020,F,092,E,C,
6300000000,6300700000,2020,F,102,I,A,
6300000000,,2020,F,093,D,F,
6300000000,6300900000,2020,M,093,D,F,
6300000000,6300900000,2020,M,093,D,F,
6300000000,6300100000,2020,M,103,I,F,
6300000000,,2020,M,104,I,G,
6300000000,6300400000,2020,F,104,I,9,
6300000000,6301100000,2020,F,091,E,Z,
6300000000,,2020,F,092,E,C,
1000300000,1000308000,2020,M,102,C,G,
1000300000,1000304000,2020,M,093,E,G,
1000300000,1000308000,2020,F,094,D,F,
1000300000,1000313000,2020,M,094,D,Z,
1000300000,1000302000,2020,F,106,I,F,
1000300000,1000309000,2020,M,091,E,F,
1000300000,1000310000,2020,M,091,E,F,
1000300000,1000308000,2020,F,093,D,G,
1000300000,1000302000,2020,F,096,C,G,
6500000000,6501300000,2020,M,101,C,F,
1001900000,,2020,F,097,C,9,
1001900000,,2020,M,095,D,F,
6300000000,6300900000,2020,F,095,Z,X,
6400000000,6400500000,2020,M,099,C,F,
6500000000,6500300000,2020,M,095,Z,F,
6500000000,,2020,F,100,C,F,
1000800000,1000801000,2020,M,099,C,G,
6500000000,6500300000,2020,F,091,E,D,
1000300000,1000301000,2020,M,093,D,9,
1000300000,1000310000,2020,F,104,I,9,
1002100000,,2020,F,108,I,G,
6500000000,6501100000,2020,F,099,C,F,
1001900000,,2020,M,098,C,Z,
1001900000,,2020,M,103,I,F,
1002100000,,2020,M,105,I,G,
6500000000,6501300000,2020,F,091,E,H,
6400000000,6400900000,2020,F,092,E,F,
6400000000,6400800000,2020,F,095,D,F,
6400000000,6400400000,2020,M,100,C,F,
6400000000,6400400000,2020,F,095,Z,F,
6500000000,6501400000,2020,F,102,C,F,
1000800000,1000803000,2020,F,093,E,9,
1000900000,1000909000,2020,M,091,E,F,
1001900000,,2020,M,093,D,9,
1000900000,1000907000,2020,M,098,C,F,
1001900000,,2020,M,104,I,F,
1001500000,1001511000,2020,M,103,I,K,
1000300000,1000301000,2020,M,105,I,S,
1000300000,1000310000,2020,M,104,I,S,
1000300000,1000301000,2020,M,105,I,S,
1000300000,1000301000,2020,M,105,I,S,
1000300000,1000301000,2020,M,092,E,F,
1000300000,1000302000,2020,M,108,I,G,
1000300000,1000302000,2020,F,102,C,H,
1000300000,1000310000,2020,F,103,I,F,
1000300000,1000303000,2020,M,104,I,F,
1000300000,1000310000,2020,M,091,E,F,
1000300000,1000304000,2020,F,096,D,F,
1000300000,1000302000,2020,M,091,E,G,
1000300000,1000308000,2020,F,101,C,G,
1001000000,1001001000,2020,M,099,C,S,
1001000000,1001001000,2020,M,098,C,S,
1002100000,,2020,F,102,I,F,
6400000000,6400500000,2020,M,092,E,9,
1001300000,1001321000,2020,M,095,D,G,
1002100000,,2020,F,097,C,G,
6400000000,6400300000,2020,F,101,C,S,
1001900000,,2020,M,093,D,F,
1000700000,1000721000,2020,F,107,Z,F,
1000200000,1000208000,2020,F,102,C,F,
6400000000,,2020,F,105,I,F,
6500000000,6500600000,2020,F,091,J,E,
6400000000,6401100000,2020,F,106,I,F,
6300000000,6300500000,2020,F,101,C,G,
6300000000,6300200000,2020,M,101,C,F,
1001800000,1001802000,2020,F,091,E,F,
1002100000,,2020,M,102,I,F,
1002100000,,2020,M,096,D,N,
6400000000,6400600000,2020,M,098,C,F,
6500000000,6500300000,2020,M,093,D,G,
6400000000,6401100000,2020,F,098,C,G,
6400000000,6401400000,2020,M,102,C,F,
1000800000,1000802000,2020,M,104,I,F,
1001700000,1001703000,2020,F,104,I,F,
1000800000,1000802000,2020,F,102,C,F,
6400000000,6400500000,2020,F,092,Z,G,
1000700000,1000705000,2020,M,096,C,F,
6400000000,6400300000,2020,F,091,Z,F,
1001900000,,2020,M,106,I,9,
6400000000,6400900000,2020,F,098,C,G,
1001900000,,2020,F,102,C,F,
1001900000,,2020,M,108,I,N,
6400000000,6401900000,2020,M,097,C,F,
1000700000,1000717000,2020,F,096,D,G,
1001900000,,2020,M,097,C,G,
1001900000,,2020,F,103,I,G,
1001900000,,2020,M,103,I,9,
1002000000,1002002000,2020,F,108,I,G,
1002000000,1002002000,2020,M,098,C,G,
1001900000,,2020,F,092,E,F,
6500000000,6501500000,2020,M,100,C,F,
1001900000,,2020,M,094,D,H,
1001900000,,2020,M,097,C,G,
6400000000,6401500000,2020,M,091,E,F,
6400000000,6403200000,2020,M,091,Z,C,
1001300000,1001307000,2020,M,092,E,G,
1000700000,1000716000,2020,M,108,I,G,
6500000000,6502400000,2020,M,103,I,F,
6500000000,6500100000,2020,F,107,I,F,
1001700000,1001701000,2020,M,103,Z,F,
1001000000,1001012000,2020,M,107,I,9,
1001900000,,2020,F,102,C,F,
1001900000,,2020,F,092,E,F,
6400000000,6401100000,2020,M,107,Z,G,
1001900000,,2020,M,101,C,F,
1002100000,,2020,F,095,D,H,
6300000000,6301100000,2020,F,096,C,F,
6500000000,6500500000,2020,F,097,C,Z,
6400000000,6401200000,2020,F,091,Z,Z,
6400000000,6400900000,2020,F,096,D,Z,
6500000000,6501100000,2020,M,104,I,H,
6500000000,6501400000,2020,F,103,I,G,
6300000000,6300900000,2020,M,096,D,9,
6300000000,6301000000,2020,F,100,C,G,
6400000000,6402300000,2020,F,096,D,G,
1001300000,1001313000,2020,F,094,D,F,
1000700000,1000701000,2020,M,093,D,F,
6400000000,6401100000,2020,F,091,Z,E,
6400000000,6400500000,2020,F,105,I,G,
1001900000,,2020,F,096,C,G,
6400000000,6402100000,2020,M,093,E,G,
6400000000,6400300000,2020,M,100,C,F,
1002100000,,2020,F,108,I,F,
6500000000,6500200000,2020,M,096,D,9,
6500000000,6502500000,2020,F,103,I,G,
1000800000,1000804000,2020,F,096,Z,G,
6400000000,6401200000,2020,F,108,I,H,
6300000000,6301000000,2020,M,096,D,F,
6400000000,6402500000,2020,M,101,C,F,
1001900000,,2020,M,097,C,F,
1001900000,,2020,M,095,D,Q,
6400000000,6401900000,2020,M,102,C,F,
6500000000,6501400000,2020,M,101,C,F,
6500000000,6500700000,2020,M,102,I,G,
6500000000,6500100000,2020,F,106,I,G,
1002100000,,2020,M,106,I,F,
1001300000,1001301000,2020,F,106,I,G,
1002100000,,2020,M,105,I,G,
1001300000,1001311000,2020,M,099,Z,Z,
1000700000,1000710000,2020,F,106,Z,F,
1001300000,1001326000,2020,F,093,Z,G,
1001300000,1001313000,2020,M,096,D,F,
1002100000,,2020,M,091,E,F,
1002100000,,2020,F,101,C,K,
6500000000,6501000000,2020,M,107,I,F,
1000300000,1000304000,2020,M,094,D,F,
1000300000,1000308000,2020,F,107,I,F,
1000300000,1000307000,2020,F,097,C,F,
1000300000,1000310000,2020,F,101,C,F,
1000300000,1000303000,2020,M,096,C,9,
1000300000,1000310000,2020,M,101,C,G,
1000300000,1000302000,2020,M,104,I,2,
1000300000,1000303000,2020,M,091,Z,9,
1001900000,,2020,M,094,D,Q,
6300000000,6300200000,2020,M,093,E,F,
6300000000,6300300000,2020,M,092,Z,9,
6300000000,6301100000,2020,F,102,I,G,
6300000000,6301100000,2020,F,105,I,G,
6300000000,6300600000,2020,F,105,I,Y,
1000300000,1000303000,2020,M,094,D,F,
1000300000,1000304000,2020,M,099,C,G,
1000300000,1000313000,2020,F,096,D,Z,
1000300000,1000302000,2020,F,098,C,W,
1000300000,1000307000,2020,M,103,I,G,
1000300000,1000313000,2020,F,096,D,F,
1001300000,1001310000,2020,F,094,D,G,
1001700000,1001703000,2020,M,095,Z,F,
1001300000,1001301000,2020,M,091,E,G,
1000800000,1000804000,2020,F,098,C,F,
1000800000,1000804000,2020,F,099,C,F,
1000800000,1000806000,2020,M,104,I,G,
1000800000,1000806000,2020,M,107,Z,G,
1001300000,1001302000,2020,M,095,D,F,
1001900000,,2020,M,100,C,F,
1001900000,,2020,M,105,I,F,
6500000000,6500200000,2020,M,104,I,V,
1000800000,1000813000,2020,M,105,I,F,
1000500000,1000505000,2020,M,095,D,S,
1000500000,1000504000,2020,M,103,I,K,
1001900000,,2020,M,106,I,F,
1000800000,1000813000,2020,M,102,I,F,
1000300000,1000313000,2020,F,093,D,G,
1000300000,1000308000,2020,M,092,E,F,
6400000000,6400500000,2020,M,097,C,Z,
1000700000,1000701000,2020,F,091,E,9,
1001900000,,2020,M,099,C,X,
1001900000,,2020,F,103,I,X,
1001900000,,2020,M,093,D,G,
1001300000,1001316000,2020,M,104,I,F,
1001300000,1001316000,2020,F,093,D,S,
1001000000,1001002000,2020,M,093,E,9,
6300000000,6300400000,2020,F,107,I,9,
1000300000,1000303000,2020,M,095,D,Z,
1000300000,1000301000,2020,M,102,I,K,
1000300000,1000301000,2020,M,097,C,F,
